name,repo,version,version_satisfied,update_pr
dyte-js-sample-app,https://github.com/dyte-in/javascript-sample-app,0.21.1,False,https://github.com/dyte-in/javascript-sample-app/pull/146
dyte-react-sample-app,https://github.com/dyte-in/react-sample-app/,0.24.0,True,
dyte-sample-app-backend,https://github.com/dyte-in/backend-sample-app,0.23.0,True,
